"","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31","C32","C33","C34","C35","C36","C37","C38","C39","C40"
"AB506139.1.1558",0,0,0,0,0,0,0,0,0,0,0,-0.616014490888071,0,0,0,0,0,0,-1.35272995515073,0,0,0,0,0,-1.35442835223212,0,0,-1.3661741085823,0,0,0,0,0,0,0,-1.23043117903657,0,-1.39618394050592,-1.41776497217062,0
"AB606249.1.1546",0,0.771724954530072,1.50240348797805,1.36644053344448,-0.607669373318112,-0.268653711453674,0,-0.0809581892723956,1.18687073143272,0.95842193557006,2.23297958508692,-1.30916167144802,1.43908464981355,1.20281901519289,1.85861203149132,2.01315543653834,-0.323885947711095,1.18350162723185,0.949855137843313,1.51606686211175,2.17018389138033,2.59234418794903,-0.298866634887551,0.0259236281035808,0,1.32498471896236,0,-0.673026928022353,2.233942025021,1.20242521581662,1.33948811102156,-1.38911456464561,2.70427645959676,2.42544617113124,1.04884200556606,0,0.81809647681273,-0.703036759945976,1.29028522893159,0
"AB824407.1.1559",0,0,0,0,0,0,0,0,0,0,0,-1.30916167144802,0,0,-1.43722483451301,0,0,0,0,0,0,0,0,0,-0.255816063564009,0,0,0,0,0,0,-1.38911456464561,0,0,0,0,0,0,0,0
"AB627542.1.1557",0,-1.42549962280615,0,0,0,0,0,0,-1.37807862602881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AATF01001055.137.1680",1.06173737598652,0.653941918873688,2.27559337621153,0,1.3382407757372,0.424493469106271,1.42343019942553,1.47718642877415,2.99136922643821,1.60027582174245,-0.600233758969292,1.39888852965419,2.68227816729277,2.9805922424462,0.354534634715047,1.55053191459023,1.52194074278724,1.83742809463851,1.78276426077842,1.88379164223707,3.05748708638123,-0.200863821493485,1.64704351416776,0.942214359977736,2.57739728049221,3.05049480264921,3.13356513748353,1.46703923547392,3.07304311820403,1.9756151040501,-1.49372523303466,0.5567955844097,-0.776963629738936,2.14514420597708,3.00765555945728,2.06540568696776,2.58880253684295,2.00501344115623,2.24579667395903,1.84942531763062
"AY958894.1.1549",0,0,-1.38796826991811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38144773022969,-1.35272995515073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41776497217062,0
"AJ301839.1.1556",0,0,0,0,-1.30081655387806,0,0,0,0,0,-0.600233758969292,-1.30916167144802,0,0,0,-1.28268142946599,0,0,0,-1.37430489578442,0,-1.2994761101616,0,0,0,0,-1.26088401718891,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB606326.1.1542",3.59109578834535,2.10086090181001,1.3200819311841,0.791076388540918,2.03138795629715,2.65808569061337,2.14734903865223,1.71080127995566,2.62925455920366,2.34471629668995,0,2.09203571021414,0,0.663822514460199,1.2708253665892,1.76184100825743,2.68837562779411,-0.688300549669743,1.97947455502447,1.95789961439079,0,0,3.47005552689992,2.70007227753011,4.00215792243989,0.36947327393492,1.5723293268673,2.32270534553164,-1.32140603646841,0.914743143364841,1.21432496806755,2.43952683184348,-0.776963629738936,0,0.730388274447525,1.65994057885959,2.29400299662231,1.86191259751556,2.51406066055371,1.89024731215087
"KJ833601.1.1542",0,0,-1.38796826991811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38144773022969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AY941840.1.1568",-1.33615789681185,-0.732352442246203,0,0,0,0,0,0,0,-0.245550868755876,0,0.0771326896718738,-0.575818370728715,-1.28208763459511,0,-0.589534248906045,-1.4224982363792,-1.38144773022969,-1.35272995515073,-1.37430489578442,-1.38516417010909,0,0,0,0,0,0,0,0,0,-1.49372523303466,-1.38911456464561,-1.47011081029888,0,0,-0.131818890368463,0,-1.39618394050592,0,-1.32862851271733
"CP007394.148.1706",0,-1.42549962280615,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28268142946599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JFOF01000052.9721.11268",0,0,0,0,0,0,0,0,0,0,0,-0.616014490888071,0,1.49050108764467,0,0,0,0,0,0,0,2.10172127150056,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.23043117903657,0,0,0,0
"CP015906.2140419.2141977",4.74606101356459,4.21640744813197,5.37244642116532,5.90907020095767,5.12405247002733,5.25945174912724,4.17629441631753,4.21632721694639,5.55923545519487,5.51545174623022,5.48767668640694,4.54304080832646,4.77840662775762,4.69426327470282,3.87598114452878,4.9319266689562,4.81191248933917,4.3551245672495,5.06072900201662,5.42586517251778,5.86901367634743,3.39187177206755,4.86018866432698,4.14496080291605,4.45671264074458,5.56575791491781,4.64719892098002,3.54648077715375,4.79006130303427,4.10201362881771,3.8861721205058,4.25633233299762,3.92805189121887,4.3617868691704,4.27134759848484,3.69682250612063,4.72761635202276,3.93169222828366,3.05957184230759,5.32809801146106
"FJ951901.1.1538",-0.643010716251907,0.183938289627952,-0.694821089358167,-0.0198538276754112,0.308621358556043,0.578644148933529,0.596751626241063,1.17180477922297,1.10682802375919,0.042131203695905,0.903843637806983,0.770279870231819,0.810475990391176,0.327350277838986,-0.338612545844899,-0.184069140797881,1.46787352151696,0.410311738998366,0.256707957283367,0.0119894653354744,-1.38516417010909,0,-0.0111845624357707,0,0.0318660088877716,0.551794830728874,-0.162271728520802,-0.673026928022353,0,0.103812927148512,0,-0.695967384085668,-1.47011081029888,-1.38121631863908,0,-1.23043117903657,-0.162732776198996,-1.39618394050592,0,0
"FJ879275.1.1537",0,0,-0.694821089358167,0,-1.30081655387806,-0.268653711453674,-1.34915852281425,-1.46725255039229,-0.279466337360704,-1.34416315742399,-0.600233758969292,-1.30916167144802,0,-0.588940454035169,-1.43722483451301,0,0.186939676054896,0,0,-1.37430489578442,-1.38516417010909,0,-1.39747892355566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HM124144.1.1537",0,0,2.94276507036822,0,-0.202204265209948,0,-1.34915852281425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69427737157075,0,0,0,0,0,0,0,0,-0.183869145303269,4.8413290184634,0,-0.776963629738936,0,0,0,0,0,0,0
"AFST01000003.1612.3154",0,0,0,0,0,0,0,0,0,0,0,-1.30916167144802,-1.26896555128866,0,0,0,0,0,0,0,0,-1.2994761101616,-1.39747892355566,0,0,0,0,0,0,0,0,-1.38911456464561,0,0,0,0,0,0,0,0
"DQ288680.1.1547",0,-1.42549962280615,0.221469642515988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.704331742995716,-0.2617584443482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ905283.1.1535",0,0,-0.289355981250003,-0.307535900127192,0,0,0,0,0,0.95842193557006,0,0,0,0,-0.338612545844899,0,0,0,-1.35272995515073,0,-1.38516417010909,0,-0.704331742995716,0,-1.35442835223212,-1.23996463849918,0,-0.673026928022353,-1.32140603646841,0.103812927148512,0,-0.695967384085668,0,0,-1.34905326723231,0,0,-1.39618394050592,0,0
"EF031001.1.1547",0,0,-1.38796826991811,0,0,0,0,0,0,0,0,0,0,0,-0.338612545844899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39618394050592,0,0
"EF406864.1.1535",0,0,-0.00167390879822182,-1.4061481887953,0,0,0,0,0,0,0,-0.616014490888071,0,1.97600890342637,0,1.28226792799555,0,0,5.30271039521691,-1.37430489578442,0,0,0,0,0,0,0,0,0,0,1.39664652486151,0,0,0,0,0,0.935879512469114,-1.39618394050592,3.68210145565358,0
"EU845654.1.1551",0,0,-1.38796826991811,-0.307535900127192,0,0,0.26027938961985,-0.774105369832341,0,0,0,0,0,0,-0.744077653953063,0,0,0,0,0,-1.38516417010909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41776497217062,0
"DQ394661.1.1545",0,0,0,0,0,0,0,0,0,-0.65101597686404,0,0,0,0,0,0,0,0,-1.35272995515073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EF686530.1.1533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91443953800458,0
"EU791081.1.1533",0,0,-1.38796826991811,0,-1.30081655387806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GQ451195.1.1535",0,0,0,0,0,-0.674118819561839,-0.656011342254305,-0.774105369832341,-0.684931445468869,-1.34416315742399,0,-1.30916167144802,0,-1.28208763459511,0,0,-0.729351055819259,-1.38144773022969,0,0,-1.38516417010909,0,0,0,-1.35442835223212,0,0,0.425585360645757,-1.32140603646841,0,-1.49372523303466,0,-1.47011081029888,-0.688069138079139,0,0,-1.26134506486711,0,-0.724617791610674,0
"AB606277.1.1532",-1.33615789681185,0,0.809256307418107,-0.307535900127192,0,0,0,0,-0.684931445468869,4.15300506786922,0,0.888062905888203,-0.17035326262055,0.104206726524776,0.508685314542305,0,0,0.921137362764357,-1.35272995515073,0.417454573443639,0,0,0,0,0,0,0,0,0,0,0,-0.290502275977504,0,0,-0.250440978564201,0,-1.26134506486711,0,0,0
"HK555817.1.1532",0,0,0,0,0,0,0,0,0,-1.34416315742399,0,0,-1.26896555128866,0,-1.43722483451301,0,0,0,-0.254117666482623,0,0,0,0,0.249067179417791,0,-1.23996463849918,0,0,-0.628258855908467,0.326956478462722,-1.49372523303466,0.690326977034222,0,-1.38121631863908,0.596856881823002,0,0,-0.297571651837811,-0.724617791610674,0
"JN713381.1.1544",0,-1.42549962280615,0.403791199309943,-1.4061481887953,-0.202204265209948,0.242171912312316,-0.656011342254305,-0.0809581892723956,0.413680843199241,0.042131203695905,-1.29338093952924,1.17574497833998,0.810475990391176,1.11580763820326,-0.0509304733931177,0.663228719589323,-1.4224982363792,-1.38144773022969,-0.659582774590788,0.0119894653354744,0.224273742325014,0,-0.0111845624357707,-0.667223552456364,0,-1.23996463849918,0.348553895245189,0,0,-1.28248143397138,0,0,0,0,0,-0.537283998476628,-0.162732776198996,0,-1.41776497217062,-0.635481332157383
"JQ084715.1.1532",0,0,-0.694821089358167,0,-1.30081655387806,0,0,0,-0.279466337360704,0,0,0,-1.26896555128866,-0.183475345927005,0,0,-1.4224982363792,-0.688300549669743,0,0,0,0,0,0,0,-1.23996463849918,-1.26088401718891,0,-1.32140603646841,0,0,0,0,0,0,0,0,0,0,0
"AB627471.1.1543",-0.643010716251907,4.04677105086533,4.25393880102,4.49374916478719,4.53399418318455,0.242171912312316,5.89578302352276,5.49404349551788,0,0.042131203695905,0,-1.30916167144802,3.78089045596088,1.11580763820326,3.30770729385024,0,0,0,1.69179248257269,2.65104679495073,4.76543859833719,0,0,0,0,2.09223987167602,0,0,0,0,0,1.24994276496965,0,0,-1.34905326723231,0,-1.26134506486711,0,3.2643662549536,0
"CDYJ01035375.5063.6592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683257601173915,0,0
"FJ880194.1.1530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28248143397138,-1.49372523303466,0,0,0,0,0,0,0,0,0
"LN612693.1.1530",0,0,0,0,0,0,-1.34915852281425,0,-0.279466337360704,0,0,-1.30916167144802,0,0,0,0,-0.729351055819259,-1.38144773022969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AY959035.1.1536",0,0,-0.00167390879822182,0,0,0,-1.34915852281425,0,-0.279466337360704,-1.34416315742399,0,0,0,0,0,0,0,-0.688300549669743,-1.35272995515073,0,-1.38516417010909,0,0,0,-1.35442835223212,0,0,-1.3661741085823,0,0,0,0,0,0,0,0,0,0,0,0
"AYGZ01000001.327.1863",4.40041440066734,4.36139775856056,2.13839225469805,4.51543023084851,1.18409009590994,3.96545279314358,1.54121323508191,2.31693708352597,-0.684931445468869,1.36388704367822,1.88467289081871,3.19064799888225,0.11732880983123,2.11910974706704,3.36679621022025,3.88210454445752,1.21655909323605,0.697993811450147,1.69179248257269,0.235133016649684,4.60879725719748,1.26547324729994,1.64704351416776,0.0259236281035808,3.2995319979254,0.14632972262071,1.13701125560946,2.56565152414203,3.14450208218617,1.4901072882684,0.808859859959387,4.27036765111401,3.99372099472673,0.698225223040751,3.72612054800152,0.379006733397527,0.81809647681273,0.549726208549392,3.76401857812147,3.31576238642404
"HM124277.1.1529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4224982363792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38121631863908,0,0,0,0,0,0
"CP001918.5152784.5154334",-0.643010716251907,0,0,-0.307535900127192,0.490942915349997,-0.674118819561839,0,0.142185362041814,-0.279466337360704,-1.34416315742399,0.0929134215906537,0,-1.26896555128866,0,0,-1.28268142946599,-1.4224982363792,-1.38144773022969,0,0,0,0,0,0,0,-0.546817457939235,0,0,-0.222793747800302,-0.589334253411433,0,0,0,0,0,-1.23043117903657,0,0,0,-0.635481332157383
"CP007391.4812088.4813634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38144773022969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.47011081029888,0,0,0,0,0,0,0
"EU844697.1.1539",0,-0.732352442246203,0.403791199309943,0,0,0,0,0,0,0.601746991631328,0,-1.30916167144802,1.03361954170539,1.02049745839893,0,0,0.656943305300631,1.91438913577464,0.949855137843313,0.92828019720963,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38121631863908,0,0,0,0,0,0
"FJ879725.1.1573",-1.33615789681185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69427737157075,0,0,-1.36037073301631,0,0,0,0,0,0,0,0,0,0,0,0,-1.26134506486711,0,0,0
"HM124131.1.1528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.659582774590788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX218307.1.1528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28248143397138,0,0,0,0,-1.34905326723231,0,0,0,0,0
"AB627729.1.1539",0,-1.42549962280615,4.01920350154201,4.35590319398487,1.64362242528838,3.23790418586631,2.41204159287931,1.99848335240744,2.25950753369757,3.60459673295418,0,0,0,0.327350277838986,3.38305673109203,0.1036129316539,0,-1.38144773022969,3.13590641458141,-0.275692607116306,3.8297715874999,-1.2994761101616,3.73241979136741,3.33097714921283,0,-1.23996463849918,1.30406534027262,1.92966275742203,3.08531321079584,2.30103750448473,1.33948811102156,1.60661770890838,3.38970159406279,2.2563698410873,2.92761285178374,0,0,3.08115287397229,1.14718438529092,0
"AIGU01000070.44831.46365",-1.33615789681185,0,0,0,0,0,0,0,0,0,0,-1.30916167144802,0,-1.28208763459511,0,0,0,0,0,0,0,0,0,0,-1.35442835223212,0,-1.26088401718891,0,0,0,0,0,0,0,-1.34905326723231,-1.23043117903657,0,-1.39618394050592,0,0
"CZAB01000004.3636.5162",0,0,0,0,0,-0.674118819561839,0,0,-0.279466337360704,0,0,1.17574497833998,2.31455338716745,1.49050108764467,0,0,0,0,0,0,-0.286551881440976,3.52883762714071,0,0,0.0318660088877716,0,0.125410343930979,0,0,-1.28248143397138,0,0,0,0,-1.34905326723231,3.37473900695152,0,0,0,0
"JGZF01000005.1.1534",-1.33615789681185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.537283998476628,0,0,0,-0.635481332157383
"EF603968.1.1525",2.40151172147152,1.46487213509002,1.3200819311841,1.72934602713385,1.58955520401811,2.29629564600786,1.98304598736095,1.30533617184749,1.7129638273295,2.15234440404249,2.53526045695986,0.482597797780038,0.522793917939395,1.71364463895888,0.865360258481038,1.55053191459023,1.94479759360727,2.14491279438647,1.53764180274543,2.4323575939859,1.32288603099312,0.309961802272505,1.2415784060596,0.431388736211745,2.59681536634931,0.705945510556133,0.348553895245189,1.34187609251991,0.981179056525634,-0.589334253411433,0,0.5567955844097,-0.083816449178991,-1.38121631863908,1.69546917049111,-0.537283998476628,1.30360429259443,1.16876541695562,1.06714167761738,1.967208353287
"KC561128.1.1525",0,0,0,0,0,0,0,0,0,0,-1.29338093952924,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35442835223212,-1.23996463849918,0,0,0,0,0,0,0,0,-1.34905326723231,0,0,0,0,-0.635481332157383
"ASTF01000015.433637.435168",0,-0.732352442246203,5.62864141397611,0,0,0,0,0,0,0,0,0.770279870231819,0,2.95201887000214,0,-0.589534248906045,0,0,3.43476178763131,0,-1.38516417010909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528145176884694,0
"AY464464.1.1546",0,0,0,0,0,0,0,0,0,-1.34416315742399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.26088401718891,0,0,0,0,0,0,0,0,0,0,0,0,0
"GU303678.1.1524",0,0,-1.38796826991811,0,0,0,0,0,0,0,0,-0.210549382779907,0,0.327350277838986,0,0,0,0,0,-1.37430489578442,0,0,0.905106169438385,0,0,0,0,-1.3661741085823,0.758035505211424,0,0,-0.695967384085668,-1.47011081029888,-1.38121631863908,0,0,0,0,0.191672940263481,0
"JX852667.1.1567",0,0,0,-1.4061481887953,0,0,0,0,-1.37807862602881,0,0,-0.616014490888071,0,0,0,-1.28268142946599,0,0,-0.659582774590788,-1.37430489578442,-1.38516417010909,0,-1.39747892355566,0,-0.661281171672174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.32862851271733
"KX570900.1.1529",0,0,-1.38796826991811,0,0,-1.36726600012178,0,0,0,0,0,0,-1.26896555128866,-1.28208763459511,0,0,0,0,0,0,-1.38516417010909,0,0,0,-0.661281171672174,0,-1.26088401718891,0,0,0,0,0,0,0,0,0,0,0,0,-0.230016224049218
"AF262239.1.1537",0,0,0,0,0,0,-1.34915852281425,0,0,0,0,-0.616014490888071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIGU01000067.2664.4193",-1.33615789681185,0,-1.38796826991811,0,0,0,0,0,0,-1.34416315742399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AWFQ01000007.543.2090",3.41743229429451,0,-1.38796826991811,0,0,0,0,0,-1.37807862602881,-0.65101597686404,0,0,0,0,0,0,0,0,0,0,0,-1.2994761101616,0,0,0,0,0,0,0,0,-1.49372523303466,0,0,0,0,2.86391338318553,0,0.683257601173915,0,3.71479660420192
"AYMP01000037.63.1585",-0.643010716251907,-0.732352442246203,-1.38796826991811,-1.4061481887953,-1.30081655387806,0,-1.34915852281425,-1.46725255039229,-1.37807862602881,-0.65101597686404,-0.194768650861127,-1.30916167144802,-0.17035326262055,-1.28208763459511,-1.43722483451301,-1.28268142946599,0,-0.688300549669743,0,0.0119894653354744,0,0,-0.0111845624357707,-0.667223552456364,0,0,0.936340560147308,0,0,0.103812927148512,0,0,0,0,-1.34905326723231,0,0,0,0,-0.230016224049218
"EU791122.1.1523",0,0,0,0,0,0,-0.656011342254305,-1.46725255039229,0,0,0,-1.30916167144802,0,0,0.172213077921092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLN01005933.9.1531",0,0,0,0,0,0,0,0,0,0,-0.600233758969292,0,-1.26896555128866,0,0,0,0,-0.688300549669743,0,0,0,0,-1.39747892355566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
